review,emotion
카운터에 계셨던 남자 나이 좀 있으신 남자분 정말 화나네요 방문했을 때 웨이팅 앞에 한분 계셨는데 저희 도착하자마자 들어가셨고 그때부터 분정도 매장에서 계속 대기했습니다 다음 분들 많이 오셔서 매장이 조금 소란스럽고 복잡하고 더웠지만 과일 막걸리 먹고싶어서 참고 기다렸는데 갑자기 다음 팀을 먼저 부르시길래 왜 저희 번호 안부르시냐 했더니 몇번이나 불렀다고 말하셨습니다 정말 어이없고 당황스러웠어요 네명이서 그 안에서 계속 기다리면서 부르는 걸 못 들었을 리 만무하고 설령 부르셨더라도 저희 넷 다 못들을 정도였으면 직원분에게 문제가 있는 걸텐데 그렇게 한마디하고 나서부터는 말 걸어도 다 무시하시고 진상 고객인 것처럼 응대하셔서 기분만 망쳤네요 시간도 아깝고 화나요 다신 안갑니다,0
술과 음식은 괜찮지만 양에 비해 너무 비싸고 직원분들이 너무 삭바가지가 없슴 안내도 설렁설렁,0
막걸리 종류 많아요 자두 막걸리 맛있음 좌석 좁고 시끄러워요 음식들도 쏘쏘 평타,0
스팸두부김치만 맛있었어요 연어는 맛있지만 진짜 창렬 굳이 또 가고싶지 않아요,0
회사근처라 자주오다가 일년만에 왔는데 양 적어지고 맛도 하향됨 무슨일이지 새우도 작아지고 밑반찬 애기반찬수준으로 나옴 나 입짧아서 금방배차는데 여기 싹싹먹고 배안부름,0
두 번 갔는데 딱 평점만큼의 맛 평범 그 자체 강남역 한복판 아니었으면 이정도 웨이팅이 있었을까 싶다 그래도 정말 무난하게 분위기 괜찮고 정갈하게 나오는 한식 한상차림이라 약속 잡을만 함,0
나쁘지 않아용,1
알바 디꺼움,0
그냥저냥 맛에비해 가성비 핵별류,0
길게 쓰기도 아까운 시간 감정 다 낭비하고 갑니다 발전없이 연달아 실수하시는데 그냥 장사 접는게 맞지 않을까요,0
불친절,0
가성비 정말 안 좋음 바빠서 그런지 직원 불친절,0
낙지삼겹살덮밥 먹었는데 삼겹살 단 한 점도 안들어있었어요 음식이 잘못 나온건지 매장 상황이 바빠보여 컴플레인 안걸고 그냥 먹긴했는데 다 먹고 카운터 보시던 분 때문에 결국 기분 망쳤네요 분명 절반씩 분할 결제해달라고 말했는데 말 흘려듣고 멋대로 계산하시더니 취소하고 다시 결제해달라니깐 뒤에 손님 있으니 빨리 카드달라며 정색하면서 말하더라구요 본인이 잘못 해놓고 죄송하단 말 한마디 없이 뻔뻔하게 빨리 카드나 달라니ㅋㅋㅋㅋ 왜 본점인데 평점이 제일 낮은지 알 만 하네요,0
분위기도 좋고 다양한 막걸리가 많아서 좋아요,1
보쌈 정식 제육정식 시킴 밥집인데 밥이 한 일동안 밥솥에 있다가 나온 느낌 딱딱하고 윤기 도 없어서 미역국에 말아 먹음 제육 양념은 조금 자극적이게 매웠음 보쌈 고기는 양호,0
고기 냄새나요,0
굳이 찾아올 맛 서비스는 아니에요,0
과일막걸리는 맛있어서 막걸리 별로 안 좋아하는 친구도 잘 마실 정도 음식은 양이 적은 것처럼 느껴질 수 있지만 정갈하게 잘 나와서 만족,1
무월식탁 이름이 아깝다 언제 이렇게 된거지 보쌈고기 뼈 씹다가 이게 뼈인지 깨진 내 이인지 먹다 포기 비빔냉면은 맛 없기가 힘든데 그 어려운 걸 또 해내네,0
인원 물어보더니 자리가 없어요 끝 보통 웨이팅 시간이라도 안내하는 게 정상 아닌가 두번인가 세번에 걸쳐서 자세히 물어보니 아 인 자리를 만들 수가 없어요 저희가 이러심 그걸 왜 물어봐야 알려주지 어이가 없었음 어쨌든 이해하고 뒤돌아 나오려는데 명이라 맨 뒤 친구가 천천히 나오고 있었음 그 새를 못 참고 아 저희 난방때문에 문을 닫아야해서요 이러면서 강제로 문 닫음 손님이랑 원수진 줄 알았음 홍대에서 무월식탁 갔던 게 좋은 기억으로 남았었는데 강남에서 다 망쳤네요   정신차리세요,0
과일막걸리 짱맛탱 술 맛 하나도 안나요 술찌도 혼자  하나는 충분히 비울 수 있음,1
굿,1
맛있어요 ,1
다소평범합니다 가성비는그닥,0
강남에서 이 가격에 이 정도 정갈함이면 별 다섯개 가능 강남역 기준임,1
한방보쌈 시킴 맛없음 맛  친절  분위기  보쌈 맛없음 미리 조리해뒀다가 내줌 보쌈이 당연히 식어있음 그러니까 고기가 퍽퍽함 맛없음 이건 취향차이겠지만 한방보쌈인데 한방 향은 나지않았다는것이 아쉽다 밑반찬 멸치 무생채 시금치무침 열무김치로 구성 멸치빼고 간이 없음 시금치는 조미가 안되있어 진짜 맛이없었고 무생채는 무의 매운맛이 안빠져 맛이 없었음 열무김치는 김치같은데 간이 안되있음 그래서 멸치만 먹음 아마 다른테이블 보면 잔반 똑같을듯 멸치빼고 맛이없음 밑반찬은 그냥 구색 맞추기 느낌 재방문의사  왜 웨이팅하는지 이해가 안감,0
음식 갖다주는데 말 한마디도 없고 걍 놔두고감 주문하는데 못알아들어서 눼 하면서 인상 찌푸림 ㅋㅋ 진심 서비스 마인드 역대급 젊은남자 기분 잡쳐서 대충 먹고 나옴 다신안감,0
오우 직원이 다 남자밖에 없었는데 대박 불친절 장난아님ㅋㅋㅋㅋㅋㅋㅋㅋ 가격 대비 양 창렬,0
최악 반찬에서 잡내가 남 꽤 오래전에 갔을때 좋은 기억이 남아있던 곳이라 기대를 품고 방문했더니 실망감이 배로 듬 주방 직원은 마스크도 제대로 착용 안함,0
 주문하고 분 기다려서 메뉴 나옴  밥이 누른 밥 설익은 밥으로 나옴  불고기에 뼈가 너무 많아서 못먹음  보쌈도 반은 비계 반은 오돌뼈라서 못먹음  열무김치가 너무 쉬어서 무른상태라 씹자마자 뱉음  별 개는 왜 없는지,0
강남 밖온도 도 안공간 충분한데 밖에서 기다리라함 웨이팅 쓴지 확인도 안함 ㅋㅋ,0
세명이서 갔고 대창덮밥이랑 훈제바베큐덮밥 주문했는데 바베큐 덮밥 두개는 바로 나오더라구요 근데 대창 덮밥이 너무 오래걸렸어요 일행 밥 다 먹을때쯤 나왔고 물어보니 원래 좀 걸린다고 그러시더라구요 그럼 미리 말해줬으면 다른 메뉴로 주문했을텐데 옆테이블도 똑같은 메뉴로 주문했는데 옆 테이블은 음식 나오는 시간은 좀 걸렸지만 한번에 주시더라구요 ㅎㅎ 맛은 바베큐덮밥은 맛있었어요 대창 덮밥은 대창도 적고 맛도 없었어요 고추장 베이스말고 간장 베이스였으면 더 좋았을 것 같아요 바쁜 시간대인건 알겠지만 다음부턴 오래 걸리면 말씀해주셧음해요,0
막걸리를 좋아하는 편이 아니어서 평가는 안하겠음 친구는 맛있다고 함 막걸리 중 포도 막걸리가 제일 ㄱㅊ 자리가 프라이빗하고 별로 안 시끄러워서 좋음 온도도 딱 맞 짬뽕탕  맛있음 재료도 많이 들어가서 추천 육회  앵간 직원 친절도  앵간,1
맛있는데요ㅠㅠ 주방장님 턱스크 쓰심 안돼요,0
맛없음,0
원래 별점 잘 안남기는데 남겨봅니다 비싼밥부터 고시원 밥까지 다 먹어봤지만 이런 밥을 돈 주고 먹어보긴 또 처음이네요 너무 뻑뻑해서 국물에다 적셔먹었는데도 안넘어가서 물을 컵 비웠습니다 음식의 제일 기본이라는 밥을 이렇게 하다니 잘못한 밥을 전기밥솥 밑바닥에 하루동안 묵히면 이런 밥이 될까요 암튼 신경 좀 써주시기 바랍니다,0
 자두 막걸리 사실이게압도적 딸기바나나우유막걸리만 드세여 딴 막걸리는 개인차 있겠으나 다 가성비 그닥이였음  안주 두부김치가 제일 맛있습니다ㅜㅜ 꼭 이거 드세요 딴건 시키지마세요ㅠㅠ 노맛임 딴건,0
두 번 정도 방문했는데 모두 최악의 기억으로 주변에 절대 가지말라고 신신당부합니다 입구에서 신분증 검사하는 나이 많은 직원있는데 정말 너무 불친절합니다 신분증없는 남자는 그냥 들어가라고 하고 신분증 없는 여자는 신분증 가져오라고 합니다 장난하세요 선택적으로 검사하는 주제에 띠껍게 굴지마세요,0
평범,0
원 내고 먹었는데 강남이 아니었다면 천원에 팔아야 할 것 같은 퀄리티입니다 일단 주문하고 나오는데 분이 넘게 걸리고 미역국은 심하게 미지근해서 너무 무성의 한다고 느꼈습니다 반찬도 하나 맛있는게 없고 제육쌈밥도 가격에비해 별로였어요 나올 때 웨이팅하시는 분들한테 다른데서 드시라고 하고싶었네요,0
가격대비 양도 적고 맛도 아주 평범,0
식사하고 너무 화나서 좀 찾아봤는데 이 계열사 회사에 이것저것 브랜드 많은 것 같던데 차려만 놓으시고 신경을 안 쓰시나요 몇년째 같은 메뉴 같은 서비스 눈칫밥 먹으러 가는 것도 아니고 직원도 너무 불친절하고 맛도 점점 없어ㅈㅣ네요 메뉴 개발 좀 하세요 좋은 아이디어라고 다른 가게 매장 늘릴 생각하지 마시고,0
왜 유명한지 모르겠네,0
분위기도 좋고 맛도 무난무난 근데 밥이 엄청 질어요,0
맛도양도 창렬 밥만 공기밥 가득 줌,0
오로지 막걸리만 괜찮음 안주는 죄다별로 연어는 너무 비려서 손도 못댓구요 해물파전에 해물은 어디잇엇는지 파만 질겅질겅 씹은기억뿐 맛은 평균 이하엿어요 왜 줄서서 먹는지 모르겟는 집 재방문의사 없습니다,0
음식이 아주 예쁘게 정돈돼서 나오구요 낙지삼겹살덮밥 엄청 맛있고 인테리어와 분의기도 좋습니다,1
정갈하게 나와서 맛있었어요,1
맛 자체는 집에서 대충 해먹는 것보다 나을 게 하나도 없고요 구성에 비해서 가격도 꽤 비싼 편이에요 그래도 기대없이 마음을 비우고 가면 정갈한 한상에 기분 좋게 먹고 나올 수는 있어요 밑에 별점 알바들이 너무 괘씸해서 별은 깎습니다 그리고 간장새우 비리고 흙냄새같은게 나요ㅜㅜ,0
예전같지 않은 맛 밥은 너무 질고 부실해져가는 메인 요리 ㅜㅜ,0
음식이 깔끔하고 매장분위기도 좋아서 좋은시간보내고왔어요,1
정갈하고 깔끔해서 좋아요 맛도 너무 자극적이지 않아 좋았어요,1
너무 맛있게 잘 먹고 왔어요,1
깔끔하게 무난히 든든히 먹는곳,1
새우는 비리다 곤드레 비빔밥은 맛있는데 이가격에 먹을건 아닌듯하다,0
맛은 그냥 적당히 맛있는데 서비스가 최악이에요 보쌈 먹는데 무말랭이를 가닥 주고 더 달라고 하니깐 없대요 그럼 쌈무는 없어요 보쌈 느끼한데 반찬 더 달라니깐 다 없대요 미안하대요 그냥 먹으래요 그러고는 그냥 가요 ㅋㅋ 물 더 달라고 하면 물도 없다고 하려나,0
미리 삶아둔 고기에 소스만 칠해서 나온 느낌 고기 두께는 반찬으로 나오는 호박보다 얇으며 식감은 군대 고기반찬을 씹는 느낌,0
점심메뉴 저렴하긴한데 딱 그정도의 맛,0
한식으로 이정도밖에 못하다니 ㅠㅜ,0
맛없고 비쌈,0
막걸리 시킨지 분정도 지나서 층 담당 안경 쓴 남직원한테 막걸리 시켰는데 주문 들어갔냐니까 초만에 들어갔다고 대답함 그러고 나선 막걸리가 초만에 나옴 안들어간거아닌가 하는 합리적의심이 들고 여러모로 상당히 불친절 음식은 시간 기다리고 들어가서 그런지 그냥 그랬음,0
가격대는 강남 한복판이라 어쩔 수 없다 치는데 그럼 적어도 가격대 절반이라도 가는 음식을 줘야하지 않나요 마진 는 남을듯 간장새우는 비렸고 바베큐보쌈은 이게 양념을 한건지 안 한건지 애매할정도고 흙돼지쌈밥에서 나오는 고기는 퍽퍽하고 질기고 하루 전 만들어놓은 고기 전자렌지에 데운 느낌 제가 만든 제육볶음이 더 맛있습니다 저도 몰랐던 뜻밖의 요리재능을 발견하는 맛,0
보통이네요,0
집밥인데 푸짐한 집밥 느낌 비싼거 빼곤 괜찮았다,1
댓글알바 왤케 꼴보기 싫냐,0
한상 차림 치고 엄청 빨리 나옴 미리 다 만들어 놓는건 당연한건데 메인 요리까지 다 미리 만들어 놓고 시키면 바로 주는듯 맛은 있는데 그만큼의 제값은 못하는듯 천원 정도 내린 값정도의 맛,0
데이트하기 좋아여,1
ㅎㅎ 별 많이 준사람들 평점 이력 들어가면 알바확인가능 일단 가성비밥양이 적음 간장새우는 맛이라도 괜찮지만 보쌈정식은 얇고 차갑고 첫줄은 다 오돌뼈부위라는 점,0
진짜 맛없다ㅋ 김밥천국이 낫다ㅋㅋ 난 카카오맵에도 이제 알바가 있다는 사실이 더욱 슬프다 점 준 분들 눌러보면 앎,0
맛있어요 강남에서 이정도면 훌륭하다고 생각합니다,1
간장새우 간이 잘 배어 있어서 아주 잘먹었습나다 분위기도 일반한식집보다 새련되어서 좋았어요,1
작년에 여친이랑 갔을땐 별로였는데 저번주에 갔을땐 맛도 괜찮아지고 서비스도 사가지 없었는데 많이 좋아진듯요 다만 아쉬운건 문을 열어둔다는거 추움ㅠㅠ,1
맛있어서 점차당골이 될수도,1
점심시간마다 자주가는데 맛있어요,1
음식도맛있게 먹었는데 쪽지에 메세지 까지 적어보냈네요 완전감동,1
사장인지 직원인지 남자 왜 반말하냐 이런게 진짜 광기냐,0
막걸리 존맛탱 ㅋㅋㅋㅋ,1
강남역 간장새우하면 무월식탁이 떠오르는건 저뿐인가요ㅎㅎ 간장새우덮밥 최고,1
가격대에 맞는 퀄리티라 자주갑니다 저는 혼자먹기에 항상 배불러서 남길때 많구 양많은 남자분들이 좀 성에 안찰양,1
한식땡길때 여기만 가욬 무월식탁만한 가성비 좋은 한식집 없는거 같아요 얼뜻보면 양 적어보이는데 밥도 고봉밥에 반찬 이것저것 여러가지 나와서 배불러욬 전 갈때마다 자두막걸리 작은거 같이 주문하는데 밥이랑 궁합 진짜 잘맞아서 늘 맛있게 먹고 배 뚜둥기면서 나옵니당ㅋ,1
